code,created_t,product_name,quantity,product_quantity,serving_size,serving_quantity,brands,categories,labels,emb_codes,ingredients_text,ingredients_tags,nutriscore_grade,nutriscore_score,categories_tags,labels_tags,countries_tags,no_nutrition_data,added-sugars_100g,alcohol_100g,alpha-linolenic-acid_100g,biotin_100g,caffeine_100g,calcium_100g,carbohydrates-total_100g,carbohydrates_100g,cholesterol_100g,choline_100g,chromium_100g,copper_100g,docosahexaenoic-acid_100g,eicosapentaenoic-acid_100g,energy-kcal_100g,energy-kj_100g,energy_100g,fat_100g,fiber_100g,fructose_100g,fruits-vegetables-legumes-estimate-from-ingredients_100g,fruits-vegetables-legumes_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,fruits-vegetables-nuts_100g,glucose_100g,glycemic-index_100g,iodine_100g,iron_100g,magnesium_100g,maltose_100g,manganese_100g,monounsaturated-fat_100g,nova-group_100g,nutrition-score-fr_100g,omega-3-fat_100g,omega-6-fat_100g,pantothenic-acid_100g,phosphorus_100g,polyols_100g,polyunsaturated-fat_100g,potassium_100g,proteins_100g,salt_100g,saturated-fat_100g,selenium_100g,sodium_100g,starch_100g,sucrose_100g,sugars_100g,taurine_100g,trans-fat_100g,vitamin-a_100g,vitamin-b12_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-c_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-pp_100g,zinc_100g
00000117,1620645134,Whey protei,2000 g,2000,12 g,12,Bodylab,,,,,,unknown,,,,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000118,1570525261,Whey Protein 2000g,2.0 kg,2000,30 g,30,Bodylab,,,,,,unknown,,,,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000119,1615317372,Bio Flohsamenschalen gemahlen,500g,500,,,"Deto Organica, Nu U Nutrition",,,,,,unknown,,,,"en:germany,en:united-kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000120,1636893218,Probiotic,25x3ml,75,100.0g,100,Yuve,,,,,,unknown,,,,"en:germany,en:ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000121,1631300534,Graine de courge,,,15.0g,15,Veggy duck,,"Vegetarian, Vegan",,,,unknown,,,"en:vegetarian,en:vegan",en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000122,1619514869,High protein iced coffee  latte macchiato,,,22.0g,22,Herbalife,,,,,,unknown,,,,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000123,1535737982,Sauce Sweety chili 0%,,,,,,,en:eu-organic,,,,unknown,,,"en:organic,en:eu-organic",en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000124,1616402846,Maté Yerba mate,1 kg,1000,,,Origeens,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Plantes condimentaires, Plantes aromatiques, Produits déshydratés, Aliments à base de plantes séchées, Plantes aromatiques sèches, en:groceries","Bio, Bio européen, Sans arômes artificiels, 100% naturel, FR-BIO-09, AB Agriculture Biologique, en:Organic bio",,FR Yerba maté Ingrédients issus de l'agriculture biologique - UK - Yerba mate *Ingredients resulting from organic farming - DE Yerba Mate Zutaten aus ökologischer Anbau - ES - Yerba mate Ingredientes procedentes de la agricultura ecologica - IT - Yerba mate &quot;Da agricultura biologica Yerba Maté 1KG contact@origeens.com origeens com X00124QSJD GEMYNO SAS 8 allée des Hirondelles 60190 Estrées St Denis FRANCE Distribution certified by FR-BIO-09,"fr:fr-yerba-mate,fr:uk,fr:yerba-mate-ingredients-resulting-from-farming,fr:de-yerba-mate-zutaten-aus-okologischer-anbau,fr:es,fr:yerba-mate-ingredientes-procedentes-de-la-agricultura-ecologica,fr:it,fr:yerba-mate-da-agricultura-biologica-yerba-mate-1kg-contact-origeens-com-origeens-com-x00124qsjd-gemyno-sas-8-allee-des-hirondelles-60190-estrees-st-denis-france-distribution-certified-by-fr-09",unknown,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:culinary-plants,en:aromatic-plants,en:dried-products,en:dried-plant-based-foods,en:dried-aromatic-plants,en:groceries","en:organic,en:eu-organic,en:no-artificial-flavors,en:100-natural,en:fr-bio-09,fr:ab-agriculture-biologique,en:organic-bio",en:france,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000125,1665509497,Calcium Magnesium Zinc,,,1 g,1,WeightWorld,,en:vegan,,,,unknown,,,"en:vegetarian,en:vegan",en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000126,1608407606,huile de coco désodorisee,1l,1000,,,Conso nature,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Huiles, Huiles de fruits et graines de fruits, Huiles de coco, Huiles vierges de coco",,,,,unknown,,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils,en:fruit-and-fruit-seed-oils,en:coconut-oils,en:virgin-coconut-oils",,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000127,1561322907,Whey Protein - Chocolate,90 capsules,0,30 g,30,Bodylab,Compléments alimentaires,"Végétarien, Végétalien",,"L-choline-bitartrate 168mg, extrait de racine de chicorée de Bruxelles (Cichorium intybus L. sativum) 350mg, enveloppe de la capsule (hydroxypropylméthycellulose), extrait de coeur et de pétale d'artichaut (Cynara scolymus) 210mg, extrait de racine de pissenlit (Taraxacum officinale) 210mg, extrait de rhizome de curcuma (Curcuma longa) 140mg dont 95% de curcuminoïdes 133mg","fr:l-choline-bitartrate,fr:extrait-de-racine-de-chicoree-de-bruxelles,fr:enveloppe-de-la-capsule,fr:extrait-de-coeur-et-de-petale-d-artichaut,fr:extrait-de-racine-de-pissenlit,fr:extrait-de-rhizome-de-curcuma,fr:dont-95-de-curcuminoides,fr:cichorium-intybus-l,fr:sativum,fr:hydroxypropylmethycellulose,en:artichoke,en:vegetable,en:shoot-vegetable,en:dandelion,en:leaf-vegetable,en:turmeric,en:condiment,en:spice",not-applicable,,en:dietary-supplements,"en:vegetarian,en:vegan",en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000128,1617972327,Il caffè del benessere,365 tablets,0,,,Evo nutrition & health Ltd.,"Dietary supplements, Food supplement","Vegetarian, No GMOs, Vegan, Gmp",,"bulking agents(microcrystalline cellulose, dicalcium phosphate), vitamin k2 (mk7), anti-caking agents (magnesium stearate)","en:bulking-agent,en:menaquinone,en:vitamins,en:vitamin-k,en:anti-caking-agent,en:e460i,en:e460,en:e341ii,en:e341,en:mk7,en:e572",not-applicable,,"en:dietary-supplements,en:food-supplement","en:vegetarian,en:no-gmos,en:vegan,en:gmp",en:united-kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000129,1600268570,Caramel au beurre salé,,,,,,,,,,,unknown,,,,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000130,1727247854,Schweinebauch mit knoblauch,1pcs,0,,,Lackmann,,,,,,unknown,,,,"en:germany,en:united-states",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000131,1593520188,Confiture de fraise mara des bois,,,8g,8,Lakanto,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits rouges,Confitures de fraises",,,"Erythritol, Monk Fruit Extract","en:e968,en:monk-fruit-extract,en:sweetener",d,15,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:strawberry-jams",,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000133,1656180668,Realfibre,,,,,,,Hergestellt in Italien,,,,unknown,,,en:made-in-italy,en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000134,1613327561,Erythritol,5kg,5000,,,"Castello, EWL Naturprodukte",,"Sin gluten, Vegetariano, Vegano, Hecho en Alemania, Sin lactosa",,Eritritol (100%). Store in a cool and dry place. Excessive consumption may have a laxative effect. Almacenar en un lugar fresco y seco. Un consumo excesivo puede producir efectos laxantes. Best Before End/ Batch: See package,"en:e968,es:store-in-a-cool-and-dry-place,es:excessive-consumption-may-have-a-laxative-effect,es:almacenar-en-un-lugar-fresco-y-seco,es:un-consumo-excesivo-puede-producir-efectos-laxantes,es:best-before-end,es:batch,es:see-package",unknown,,,"en:no-gluten,en:vegetarian,en:vegan,en:made-in-germany,en:no-lactose","en:germany,en:spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000135,1698346185,Veganes Protein Schoko,,,15 g,15,Volksshake,"Nahrungsergänzungsmittel, Nahrungsergänzungen für Bodybuilder, Proteinpulver","Vegetarisch, Vegan",,,,not-applicable,,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders","en:vegetarian,en:vegan",en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000136,1684436905,Milk away protein,500.0 g,500,30 g,30,Nutri+,,en:vegan,,,,unknown,,,"en:vegetarian,en:vegan","en:france,en:united-states",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000137,1630321493,Peanut Brittle,490g,490,,,Berrymans,Confectioneries,,,"Sugar, glucose syrup, peanuts (30%)","en:sugar,en:added-sugar,en:disaccharide,en:glucose-syrup,en:monosaccharide,en:glucose,en:peanut,en:nut",e,22,"en:snacks,en:sweet-snacks,en:confectioneries",,en:france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000138,1679599532,,,,,,,,,,"HER SUBSTANCES/NAHRSTOFFE UND SONSTIGE STOFFE/ ANDERE STOFFEN/NUTRIENTES Y OTRAS SUSTANCIAS NUTRIMENTS ET AUTRES SUBSTANCES/NUTRIENTI E ALTRE SOSTANZE per dose giomaliera (-8g. 2.s Niacin/Niacine/Niacine daily dosage/pro Tagesdosis/ per dagelijkse desering/ per dosis data par d /2 Messlöffel/2 mantlepels/2 cucharas medidores/2 cuillères de me Creatine monohydrate/Kreatin Monohydrat/Creatine monohydraat/ Monohidrato de creatina/Créatine monohydrate/Creatina Monoidrato Beta-alanine/Beta-Alanin/Beta alanine / Beta alanina L-arginine AKG/L-Arginin AKG/L-arginina AKG Taurine/Taurin/Taurine Citrulline-L-malate/Citrullin-L-Malat/Citrulline-L-malaat/L-malato de citrulina / Citrulline L-malate/Citrullinama L-tyrosine/L-Tyrosin/L-tirosina Caffeine/Koffein/Cafeine/Cafeina/Caféine / Caffeina *300% nutrient reference value according to regulation (EU) 1169/2011./300% Nährstoffbezugswerte laut VO (EU) Nr 1169/2011 volgens de voedingsrichtlijn (EU) n. 1169/2011.7300% porcentaje de la cantidad de referencia con arreglo al reglamento (UE) no. 1169 de la quantité de référence au titre du règlement (UE) N° 1169/2011 par posologie quotidienne recommandée/300% percentuale omaliero di cui al regolamento (UE) n. 1169/2011 EAN: 4260640857341 dry and dark place, out of geschätzt und außerhalb der www Reichweite von Kindem aufbe buiten het licht en buiten een koele, droge plaats, het bereik van kinderen are alejado de la ley had a grey wa alcance de los niños X001FTU38R Best before end, batch number, see print.","en:her-substances,en:nahrstoffe-und-sonstige-stoffe,en:andere-stoffen,en:nutrientes-y-otras-sustancias-nutriments-et-autres-substances,en:nutrienti-e-altre-sostanze-per-dose-giomaliera,en:8g,en:2-s-niacin,en:niacine,en:niacine-daily-dosage,en:pro-tagesdosis,en:per-dagelijkse-desering,en:per-dosis-data-par-d,en:2-messloffel,en:2-mantlepels,en:2-cucharas-medidores,en:2-cuilleres-de-me-creatine-monohydrate,en:kreatin-monohydrat,en:creatine-monohydraat,en:monohidrato-de-creatina,en:creatine-monohydrate,en:creatine,en:creatina-monoidrato-beta-alanine,en:beta-alanin,en:beta-alanine,en:beta-alanina-l-arginine-akg,en:l-arginin-akg,en:l-arginina-akg-taurine,en:taurin,en:taurine-citrulline-l-malate,en:citrullin-l-malat,en:citrulline-l-malaat,en:l-malato-de-citrulina,en:citrulline-l-malate,en:citrullinama-l-tyrosine,en:l-tyrosin,en:l-tirosina-caffeine,en:koffein,en:cafeine,en:cafeina,en:caffeina-300-nutrient-reference-value-according-to-regulation,en:1169,en:2011,en:nahrstoffbezugswerte-laut-vo,en:nr-1169,en:2011-volgens-de-voedingsrichtlijn,en:n,en:porcentaje-de-la-cantidad-de-referencia-con-arreglo-al-reglamento,en:no,en:1169-de-la-quantite-de-reference-au-titre-du-reglement,en:n-1169,en:2011-par-posologie-quotidienne-recommandee,en:percentuale-omaliero-di-cui-al-regolamento,en:2011-ean,en:out-of-geschatzt-und-ausserhalb-der-www-reichweite-von-kindem-aufbe-buiten-het-licht-en-buiten-een-koele,en:droge-plaats,en:het-bereik-van-kinderen-are-alejado-de-la-ley-had-a-grey-wa-alcance-de-los-ninos-x001ftu38r-best-before-end,en:batch-number,en:see-print,en:ue,en:4260640857341-dry-and-dark-place",unknown,,,,en:italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000139,1566558789,Reisprotein,,,100.0g,100,Achterhof,,"Vegetarian, Vegan, en:de-oko-001",,,,unknown,,,"en:organic,en:vegetarian,en:eu-organic,en:vegan,en:de-oko-001",en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000140,1617710841,tisane saveur lunaire,50 g,50,100.0g,100,Nescafe,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Infusions, Tisanes de plantes mélangées","Bio, Bio européen, Agriculture non UE, 1% pour la planète, Agriculture UE, Agriculture UE/Non UE, FR-BIO-01, AB Agriculture Biologique",,"INGRÉDIENTS 100% NATURELS POMME, ROOIBOS VERT, VERVEINE&quot;, ARÓME NATUREL, ÉCORCES D'ORANGE, FLEURS DE SOUCI&quot;, VERVEINE ENTIÈRE*, FEUILLES DE MURE&quot;, FRAMBOISE, PASSIFLORE&quot;. CASSIS","fr:ingredients-100-naturels-pomme,fr:rooibos-vert,en:verbena,en:herb,en:natural-flavouring,en:flavouring,en:orange-zest,en:fruit,en:citrus-fruit,en:orange,fr:fleurs-de-souci,en:blackberry-leaf,en:condiment,en:aromatic-leaf,en:raspberry,en:berries,fr:passiflore,en:blackcurrant",unknown,,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:herbal-teas,en:herbal-tea-blends","en:organic,en:eu-organic,en:non-eu-agriculture,en:1-for-the-planet,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,fr:ab-agriculture-biologique","en:germany,en:mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000141,1624530842,EnergyDiet. Soupe Thai,,,30g,30,Your Super,"Meals, Soups",,,"proteine isolate di soia, aromi, proteine isolate di pisello, proteine concentrate di riso, proteine in polvere di semi di girasole, proteine di semi di zucca, farina di amaranto, cannella in polvere, sucralosio, glicosidi steviolici da stevia","en:soy-protein-isolate,en:protein,en:plant-protein,en:soy-protein,en:flavouring,en:pea-protein-isolate,en:pea-protein,en:rice-protein,en:sunflower-protein,it:proteine-di-semi-di-zucca,en:e123,en:cinnamon-powder,en:condiment,en:spice,en:cinnamon,en:e955,en:e960a",e,20,"en:meals,en:soups",,en:united-states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000142,1644667160,EarthCamp Vegan Protein Powder,199g,199,35 g,35,Wyldsson,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Chia",Sans sucre ajouté,,,,c,8,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:chia",en:no-added-sugar,"en:germany,en:ireland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000143,1653119919,Vegan mix - zuppa toscana,,,,,,,"Vegetariano, Vegano, Prodotto in Italia",,,,unknown,,,"en:vegetarian,en:vegan,en:made-in-italy",en:italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000144,1589802093,Bio Whey Isolat,1 kg,1000,1 portion (10 g),10,Alpenpower,"Süßstoffe, Lebensmittelzusatzstoff, Zuckerersatzstoffe, Künstliche Zuckeraustauschstoffe","Sin aromas artificiales, Sin OMG, Punto Verde, Sin aromas, en:no-soy",,"100% Erythritol, un producto NON GMO, apto para vegetarianos y veganos, libre de soya y gluten, apto para diabeticos, usalo para horn","es:erythritol,es:un-producto-non-gmo,es:y,en:gluten,es:apto-para-diabeticos,es:usalo-para-horn",not-applicable,,"en:sweeteners,en:food-additives,en:sugar-substitutes,en:artificial-sugar-substitutes","en:no-artificial-flavors,en:no-gmos,en:green-dot,en:no-flavors,en:no-soy",en:spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000145,1616361831,MK Gold Bread Mix,600 g,600,500g,500,MK Nutrition,,"Glutenfrei, Vegetarisch, Vegan",,,,unknown,,,"en:no-gluten,en:vegetarian,en:vegan",en:italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000146,1543780716,Batido nutricional / Nutricional Shake,550g,550,25g,25,Herbalife,"Suplementos dietéticos,Suplementos de culturismo,en:Groceries,en:Supplement",,CE,"Soya protein isolate (40,8%), cookie crumbs (wheat flour (gluten), rice flour, oat flour (gluten), barley malt flour, sugar, cocoa, corn flour, salt, emulsifier (soya lecithin), fructose, inulin, oat fibre (gluten). polydextrose, soya oil thickeners (quar gum powde, santhan gum, carragenan, pectin), oat bran gluten), milk protein concentrate (1.9 %), flavourings (lactose), calcium citrate, dextrose, potassium phosphate, sodium chloride, anti-caking agent (silicon dioxide), sweeteners (sucralose, acesulfame-K), rapeseed oil, magnesium oxide, ginger root powder, L-ascorbic acid, ferrous fumarate, DL-alpha tocopheryl acetate, liquorice root powder, nicotinamide, papaya powder, zinc oxide, cupric gluconate, retinyl palmitate, D-calcium pantothenate, cholecalciferol, pyridoxine hydrochloride, cyanocobalamin, manganese carbonate, riboflavin, thiamin hydrochloride, ascorbyl palmitate, pteroylmonoglutamic acid, Dl-alpha tocopherol, potassium iodide, sodium selenite, D-biotin. CONTAINS GLUTEN, MILK AND SOYA. SOUTH AFRICA, LTD.","en:soy-protein-isolate,en:protein,en:plant-protein,en:soy-protein,en:cookie-crumbs,en:milk-protein-concentrate,en:animal-protein,en:milk-proteins,en:flavouring,en:e333,en:dextrose,en:added-sugar,en:monosaccharide,en:glucose,en:e340,en:sodium-chloride,en:minerals,en:sodium,en:anti-caking-agent,en:sweetener,en:rapeseed-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:e530,en:ginger-powder,en:condiment,en:spice,en:ginger,en:e300,en:iron-fumarate,en:iron,en:dl-alpha-tocopheryl-acetate,en:vitamin-e,en:liquorice-root,en:plant,en:liquorice,en:e375,en:papaya,en:fruit,en:zinc-oxide,en:zinc,en:copper-gluconate,en:copper,en:retinyl-palmitate,en:vitamins,en:vitamin-a,en:d-calcium-pantothenate,en:cholecalciferol,en:vitamin-d,en:pyridoxine-hydrochloride,en:vitamin-b6,en:cyanocobalamin,en:vitamin-b12,en:manganese-carbonate,en:manganese,en:e101,en:thiamin-hydrochloride,en:thiamin,en:e304i,en:e304,en:folic-acid,en:folate,en:e307c,en:potassium-iodide,en:salt,en:iodine,en:sodium-selenite,en:selenium,en:d-biotin,en:biotin,en:south-africa,en:ltd,en:wheat-flour,en:cereal,en:flour,en:wheat,en:cereal-flour,en:rice-flour,en:rice,en:oat-flour,en:oat,en:barley-malt-flour,en:barley,en:barley-flour,en:sugar,en:disaccharide,en:cocoa,en:corn-flour,en:corn,en:emulsifier,en:fructose,en:inulin,en:fiber,en:vegetable-fiber,en:oat-fibre,en:e1200,en:soya-oil-thickeners,en:oat-bran-gluten,en:e551,en:e955,en:e950,en:soya-lecithin,en:e322,en:e322i,en:quar-gum-powde,en:santhan-gum,en:carragenan,en:e440a",not-applicable,,"en:dietary-supplements,en:bodybuilding-supplements,en:groceries,en:supplement",,"en:france,en:spain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000147,1574269646,Pan,500g,500,,,Kazidomi,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires",Entrepreneurs + Engagés,,"Pâtes à l'épeautre - Rêve de Neptune - Spelt neptunes dream (500g e) Ingrédients Ingrediënten speltbloem*, tomaat*, spinazie*, biet&quot;, spirulina* farine d'épeautre *, tomates *, épinards *, betteraves *, spiruline *","fr:pates-a-l-epeautre,fr:reve-de-neptune,fr:spelt-neptunes-dream,fr:ingredients-ingredienten-speltbloem,fr:tomaat,fr:spinazie,fr:biet,fr:spirulina-farine-d-epeautre,en:tomato,en:vegetable,en:fruit-vegetable,en:spinach,en:leaf-vegetable,en:beetroot,en:root-vegetable,en:taproot-vegetable,en:spirulina,en:algae,fr:e",c,4,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas",fr:entrepreneurs-engages,en:france,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000148,1653529005,Brewer’s Yeast Powder,,,15.0g,15,Mommy Knows Best,,en:vegan,,,,unknown,,,"en:vegetarian,en:vegan",en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000149,1639505795,Nutri+ vegan 3k Proteinpulver,200g,200,30 g,30,Nutri+,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas","Vegetarian, Vegan, Made in Italy, en:european-vegetarian-union",,100% Finest Durum Wheat Pasta: Ingredients: Durum Wheat Semolina,"en:finest-durum-wheat-pasta,en:durum-wheat-semolina,en:cereal,en:wheat,en:durum-wheat,en:semolina,en:ingredients",a,-3,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas","en:vegetarian,en:vegan,en:european-vegetarian-union,en:made-in-italy",en:united-kingdom,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000150,1663596009,Collagenpulver,,,10.0g,10,Glow25,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000151,1676020690,Zinc,,,100 g,100,Edubily,protein powder,en:vegan,,,,not-applicable,,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders","en:vegetarian,en:vegan",en:austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000152,1645463722,Pure Creatine Monohydrate,850g,850,3.41 g,3.41,German Elite Nutrition,"Stevia sweetener,Erythritol",,,"Sweeteners: erythritol (E-968) and steviol glycosides from stevia (E-960a) (0,3%).","en:sweetener,en:e960a,en:e968",not-applicable,,"en:sweeteners,en:food-additives,en:sugar-substitutes,en:artificial-sugar-substitutes,en:erythritol,en:stevia-sweetener",,en:united-kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000153,1645470055,Abdo slim,,,30.0g,30,Eric favre,,,,,,unknown,,,,en:ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000154,1633791278,Mct Oil Powder,6 oz,170.09713875,10 g,10,Opportuniteas,es:Mct,Na,,"Austin, TX 78704 2311 S 5th St. #113 Sodium Medium Chain Triglycerides 7g sed Ga a 2000 calorie diet. &quot;Percent Dailyalues a &quot;Daily Value not estaplished. CER INGREDIENTS: Inulin, sodium cascinate, silicon dioxide, sunflower lecithin Contains coconut, milk Distributed by: Opportuniteas Inc. portuniteas.com","en:austin,en:tx-78704-2311-s-5th-st,en:113-sodium-medium-chain-triglycerides-7g-sed-ga-a-2000-calorie-diet,en:percent-dailyalues-a-daily-value-not-estaplished,en:cer-ingredients,en:sodium-cascinate,en:e551,en:sunflower-lecithin,en:e322,en:e322i,en:coconut,en:fruit,en:milk-distributed-by,en:inulin,en:fiber,en:vegetable-fiber,en:opportuniteas-inc,en:portuniteas-com",d,14,es:mct,en:na,en:mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000155,1633783883,Kakao Nibs,2000g,2000,,,Sevenhills Wholefoods,,en:health-star-rating-2,,,,unknown,,,"en:health-star-rating,en:health-star-rating-2",en:germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00000156,1591617532,Soja Protein,100 g,100,,,Alphatier,"it:bevande, it:bevande-a-base-di-piante, it:bevande-calde, it:cibi-e-bevande-a-base-vegetale, da:te","Senza glutine, Biologico, Vegetariano, Biologico UE, Vegano",,,,e,17,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas","en:no-gluten,en:organic,en:vegetarian,en:eu-organic,en:vegan",en:spain,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
